id,text,target,flesch_reading,dale_chall,coleman_liau,mcalpine_eflaw,wrd_cnt,sen_cnt,syl_cnt,polysyl_cnt,avg_wrd_per_sen,avg_syl_per_wrd,ttr,rttr,cttr,mtld75
50,"
                 If i had 1 million euros, i would firstable give a part to my parents because they have been giving me a lot of money since i was born. Then i would buy a normal house and maybe a car if i still have enough money. For the house, a old house in the countryside could be great and for the car, a Clio or a small VW would be really good. One million euros is not so much in fact but it can help a lot ! ",0.39999999999999997,83.19,6.17,3.08,33.8,87.0,4.0,101.0,2.0,21.75,1.160919540229885,0.6744186046511628,6.254300845799428,4.422458539645535,51.56173526140155
51,"
                 According to my opinion, an enjoyable job is more important than a job that brings more money even if we need money to cope with life. I think that when we are working on an enjoyable job, we are more satisfied with our life when coming back in the evening, we don't worry about lots of points that make induce questioning about the aim of our existence. A job that brings money may surely seem like being more reassuring . But, when someorne executes a job that he has chosen in full awareness and with interest, he seems to be less fed up with his daily obligations. He will execute his duties with a light heart and a good energy. Only this is really satisfying and grateful when he comes home and there is no reason to worry about the usefulness of his existence. Executing ones work wtih  a light heart and pleasure seems far more easy and satisfying, there is no reason to worry about lots of useless questions. This person, that enjoys his job and copes wih everything his job requires, has  a real merit doing everything his job requires. When this person needs more money, he is even able to find a complementary source of incomes because he or she isn't fed up by his or her current job. That may  leave him or her enough energy to cope with a second job after work if there is a need or it. ",0.5,63.63,7.5,7.55,34.7,244.0,10.0,334.0,23.0,24.4,1.3688524590163935,0.5121951219512195,8.033466584598061,5.680518698404823,56.54032258064516
52,"
                 Last year we went on holiday in France by car with my wife my sister in law and her husband. We were in the south where the sun was often over there. It was of the first of september when there were only a  few tourists. We visited the Perigord during ten days. Usually we walked in the small villages to discover the castels and the site where the view was beautiful. The evening we choosed a typical restaurant where the crowd was limited. The come back by car was  soft and the night was marvellous.  I hope you will understand what i wont explain to you. ",0.19999999999999998,83.25,6.66,6.02,20.0,107.0,8.0,137.0,10.0,13.375,1.280373831775701,0.6542056074766355,6.767155423319645,4.785101489172643,41.823412698412696
53,"
                 My name is {name}, i'm belgian and today I want to share with you something that happened to me yesterday afternoon. I currently am in holiday and decide to leave my country to visit others. Me and my cousin choose to visit Denmark. We so have to take the plane to Copenhagen. That was the first time we were taking the plane by our own, we were so a little stressed. Once in the airport we were running everywhere asking for everybody where do we have to go. It was a this right moment that the 2 bomberman decide to blow up the airport. We were both safe but it was very frightened...there were people laying on the ground, smoke and dust everywhere. We were well taken in charge by the rescue and for both of us this history end well but Belgium keep scares and bruises of it. Pray for Belgium. ",0.3,82.85,5.98,6.08,20.4,152.0,11.0,196.0,8.0,13.818181818181818,1.2894736842105263,0.5947712418300654,7.356913959435434,5.2021237493227686,37.35881443298969
54,"
                 My hobbies are yoga because it's a good exercices psychic, physic and spirituel ; tennis and petanque for a pleasure. Are a good hobbies because i meet somes persons and give a strong moral. I dream to be yoga's teacher for  children. I like too to learn how to play guitare or harmonica. I find teacher  to assist me. ",0.15,76.62,8.02,6.42,16.8,58.0,5.0,80.0,2.0,11.6,1.3793103448275863,0.6833333333333333,5.293077239816803,3.742770809618635,46.875
55,"
                 We have a lot of means to improve the environment and we have to do it ! First, we need to give attention to the use of water. We spoil it with chemical products and it's a real probleme because that kills entire ecosystem and it's the reason of natural disaster. In a second time we need to take care of our forest because that's the way of breath of the earth! And finally we could limit the use of private transport. There are other means who don't reject as much of carbon than the cars for example. To sum up we have a lot of ways to improve our environment but we have to convince the most of people of the emergency of the situation that's really the key point for me. ",0.3,77.67,6.97,6.04,28.9,132.0,7.0,178.0,11.0,18.857142857142858,1.3484848484848484,0.5547445255474452,6.493118198647383,4.591327909309345,34.739285714285714
56,"
                 My biggest memory was in France last year. It was my birthday so we did a party with my best friend, my girlfriend and my parents. but before that, we were gone in a gastronomic restaurant. The same day, I received a gift : a holiday prepaid by my parents for the United States. So this year, I know where I'm going ! ",0.25,84.47,6.57,5.03,18.2,61.0,5.0,80.0,3.0,12.2,1.3114754098360655,0.7258064516129032,5.715005715008572,4.041119295602436,44.87619047619047
57,"
                 Yesterday, I went to a concert ! It was very original because there were not any intruments. It's weird, no? Indeed, there were not intruments because the science was in the place. Four persons made music with domestic things. But what ? For exemple, one of this people made music with a glass of water. Another people played with a lot of boils to replace the drum. It was very original and magic. The science is able to replace different instruments and products different sounds. So, I have one advice for you... Try a science concert ! ",0.3,79.77,6.75,6.75,12.1,94.0,11.0,135.0,11.0,8.545454545454545,1.4361702127659575,0.631578947368421,6.155870112510925,4.35285750066007,45.045833333333334
58,"
                 To me a healthy lifestyle starts with eating in a healthy, balanced way. It is of utter importance because food is what fuels your body. If you use the wrong fuel for your car, you won't be going very far! It's the first step towards overall well-being and a healthy body. If you eat healthily, you'll feel better and you'll be more inclined to take on physical activities and sports, as you know that your body is ready to make such efforts. But it is also the first step towards overall well-being; as they say, a healthy mind in a healthy body! If you feel good in your body, you'll feel good on a psychological level. And contrarily to popular belief, it is actually quite easy to eat in a healthy but also enjoyable way. Healthy doesn't have to mean boring, tasteless food. You can just go on the internet and find healthy yet tasty alternatives to your everyday dishes. It might also be vegetarian, or even vegan, which is also a good thing since it's a more responsible, eco-friendly way of eating. So just go ahead, you're only one click away from a healthy lifestyle! ",0.8333333333333334,71.85,6.86,7.42,23.1,196.0,12.0,267.0,16.0,16.333333333333332,1.3622448979591837,0.5392156862745098,7.701540462154053,5.445811486371709,56.876831501831504
59,"
                 This is easy for me to answer the question. Because I'm not going to vacation. But I wish I could go. Ok, if I could go on vacation, I would go in the countries where there are horses and I will do of ethology with them. I would choose the USA or Venezuela. In the USA I would gather the herds of horses and take it back to the coral. Here's how I would spend the holidays. ",0.3,94.15,6.23,3.05,17.1,77.0,7.0,93.0,4.0,11.0,1.2077922077922079,0.6455696202531646,5.737948294722722,4.057342149296223,33.03216374269006
60,"
                 My opinion is that there are MANY factors responsible for being healthy or not. In order to be healthy one needs to pay close attention to one's life habits: eating well but also getting enough sleep, having regular exercise, drinking enough water and avoiding excessive consumption of coffee, alcohol or tobacco. Being satisfied with your life, especially as concerns the relationship(s) and professional areas, is also extremely important. So I tend to disagree with the above sentence as it tends to give the impression that eating healthily is (almost) enough, while I believe what makes one healthy is the right (and balanced: ""Who lives without folly is not as wise as (s)he thinks"") combination of factors. So if someone has many good habits but does not eat very healthily, that person might well be healthier than someone who eats very healthily but does not sleep enough, is not happy with one's life and generally speaking has a high level of stress. ",0.7333333333333334,47.25,8.86,11.21,43.8,161.0,5.0,237.0,18.0,32.2,1.4720496894409938,0.6242424242424243,8.018539124863686,5.669963390400757,84.22588522588522
61,"
                 I think the better advice I have to give is ""Be healthy"". Why, because if you stop drinking or eating chimical food, you'll make our environment safer. For example, if you stop to drink soda, the companys will product less plastic which, part of it, finally stays in the oceans and kills fishes and the others. That safes not only our nature but people who can't drink a healthy water because of it too, like some countries in Asia (India,...).Some people in Brazil have to replace theirs habits (to drink water) by buying Coca-Cola because it's less expensif. You can not only change your life but theirs too with doing only this easy thing. ",0.3,69.11,8.6,8.24,26.0,114.0,6.0,157.0,8.0,19.0,1.3771929824561404,0.6949152542372882,7.548711866766252,5.337745350213779,81.7405635300372
62,"
                 No I think we could only learn by ourself. For instance, the simple fact that we spend hours on internet which is a lot written in english help us to improve. We can also watch videos on youtube or tedx talks, that's a good alternative to speak with english people. Of course, oral expression is harder to improve in front of our screen apart skype talks. I provide the excellent site WordReference: it translates every words for those 2 languages (french and english). And the site gives idioms for a given word. It helps me a lot. Thus study abroad is nice but should not be a compulsory part of education. ",0.3,82.75,8.31,7.36,19.6,111.0,8.0,148.0,7.0,13.875,1.3333333333333333,0.7477477477477478,7.878011364745742,5.570595258276402,111.0
63,"
                 My son went in Democratic Republic of Congo .He received a coq. In the night he took a  pot ,for his coq to made his toilette,but in the morning he found nothing in the pot ,my son was sad  he went and bring water so his coq can wash his body but his coq could't.He was cring but at his age of 5 year he coul't know that animal can't do toilette as human being. ",0.11666666666666665,86.23,6.88,4.01,30.5,75.0,4.0,92.0,4.0,18.75,1.2266666666666666,0.6075949367088608,5.400421924444915,3.8186749640435043,39.5
64,"
                 Two years ago I gone in Thaïland for summer holidays. The travel during three weeks and I was with my family, my mom, my dad and my little brother. It was juste awnsome the landschaps was wonderful. We visited the nord of the thailand and of course Bankok the capitalcity. We past one week on a island called kho tao with white beach ans blue water like in a postcard. We simmed with elephant too it was a moment who I can't forget. ",0.15,82.85,8.13,5.97,21.0,83.0,6.0,109.0,5.0,13.833333333333334,1.3132530120481927,0.7261904761904762,6.655645652197768,4.7062521738438035,63.91919191919192
65,"
                 Hi {name}, I'm very glad you invited me to your birthday, so I wanted to thank you en to tell you that you can count on me if you need some help to organize it. Indeed, I have already been to a lot of birthday parties, so I can give you some advice. For example, about how many people you should invite, where you can do it, which kind of drinks you should have, how to convice your parents, etc. You can call me whenever you want if you need me. ",0.3,82.17,6.85,4.71,34.8,91.0,4.0,110.0,4.0,22.75,1.2087912087912087,0.6086956521739131,5.838403593598094,4.12837477233712,32.333333333333336
66,"
                 My family is happy , it is a beautiful family. In my family we are strongh serious , enjoy , every body is happy. their . My mather wonderfull woman. My family is wonderful family ",0.05000000000000001,46.64,6.06,6.16,11.0,31.0,4.0,55.0,9.0,7.75,1.7741935483870968,0.6451612903225806,3.5921060405354983,2.54000254000381,16.361111111111114
67,"
                 Last year, I went to a camping in French. I went there with my family : my mother, his boyfriend and children's boyfriend. I always went to swimmingpool, I liked parties the afternoon. But my boyfriend miss you. I would like come back in Belgium to see my boyfriend. We stayed two weeks during the holiday. We came back by car. I didn't like stay it too long. ",0.11666666666666665,96.79,6.17,4.72,12.1,67.0,8.0,83.0,4.0,8.375,1.2388059701492538,0.7101449275362319,5.898906801202691,4.171157000717868,40.93822393822394
68,"
                 First of all, I advice every body to do sparings: water sparing but also food, electricity and in genaral power sparings. For exemple, you can take the public transportation instead of your personal cars every times it's possible. you can also buy things with the less packaging posssible. Avoid food waste, it's better to prepare less to eat and if at the end of the meal you are always hungry, you can even eat a fruit or dessert. It's also good to switch off all your eletric devices when you do not use them. Real switch off, not only putting them in  ""power saving mode"". It's all our daily litlle gestures that make the difference at the end. ",0.3,71.24,7.15,7.48,24.6,118.0,7.0,161.0,8.0,16.857142857142858,1.3644067796610169,0.6557377049180327,7.242859683401482,5.1214751973158394,68.69314796425024
69,"
                 I like sport. 3 times in week i run. I pratice a chinese martial art: this is the wing tchun, it's a style of kung-fu. When i have times i watch movies in cinema. I like go to visit another city and another country. when i have time i go on internet for listen musique. ",0.08333333333333333,87.52,7.54,2.58,13.3,55.0,6.0,70.0,4.0,9.166666666666666,1.2727272727272727,0.7272727272727273,5.393598899705936,3.8138503569823694,35.4359197907585
70,"
                 Socials networks have completely changed relationships. The first big impact we could point out is the fact that people stay connected with eachother. Everyone keep now getting news from all their contacts. They can almost get in touch with anyone even if they don't necesseraly know the person they're taltking or chatting to. Relationships  are made easier with new members, it is easier to get new contacts because anyone can talk with somebody on diffrent social networks. I we want to have a conversation with someone at a thousand miles away, it is now possible. We can now almost have an immediate respone to our questions simply by using any social network. Moreover, the developpement of diffrent networks and the advantage of having several networks is that we can sort out our contacts into many social networks like for instance a close friends' network or a colleagues' social network. Unfortunately, the rising of social networks have not only induced good effects. Indeed, social networks have made real human contacts less frequent since it is now possible to be connected without being in front of each other. People tend now to chat online instead of go visiting their friends of contacts. They prefer now the internet to communicate rather than have a face to face conversation. As a result, people tend to stay at home and don't go see their good or old friends anymore, they just keep in thouch via social networks. That proves well social networks have benefits but that proves also that people should be carefull not to use them too often. ",0.6,60.75,7.56,10.68,25.4,264.0,14.0,389.0,21.0,18.857142857142858,1.4734848484848484,0.5580524344569289,9.11865191429536,6.44786060387794,70.51782531194296
71,"
                 As I've seen in the movie ""Demain"", there are a lot of answers to this question. To name a few, people could grow some crops in dedicated areas in our towns in which everyone could help but also take what they need. After that, our Governments could improve renewables energies, make sure that factories don't exceed polution's limits or develop a better management of our bins. Efforts could also be made by firms by improving the way they produce and the energies and the materials they are using. On consummers' side, they could pay attention to the products they buy like their origins, the way they are produced, the working conditions of the workforce employed, ... ",0.6,56.59,8.9,9.99,31.6,115.0,5.0,168.0,15.0,23.0,1.4608695652173913,0.7033898305084746,7.640769328556084,5.402839805704191,55.270114942528735
72,"
                 Yes they have. If I were a ""star"" I would enjoy to meet my fans , to shake hands, to hear how fond they are of   marvellous myself. Just for a short time though, as I would soon get bored to find reporters paparazzis or  excited girls ( this being questionnable... )  ) in my sleepingroom or elsewhere in my house. The main problem for such people is how to preserve their privacy should they  want to . Public eye implies public appearance . A  so-called star is not much by itself, it needs a manager , a financial advisor a marketing staff, just name them. Main point for me is Morality . How to keep a balanced life among the ones who are making a living thanks to me , how to sort the good ones from the others needs a sharp and permanent  control of their job. To keep in mind  some ,perhaps many , are jealous and wish me the worst could help not  to fall  into what  they want me to. This a rather pessimistic comment so far. Politicians, artists, stars are  used to meet  or ought to learn how to cope with ""the publc eye"" . They have power they enjoy high incomes and I agree that many are not  ""rotten"" nor  morons and deserve a  positive mark. I keep my eyes open and go back to my private life that is my wife needs me at once. So ,bye,  she is my star and has an eye on me ... ",0.39999999999999997,88.77,7.03,5.62,23.5,244.0,15.0,302.0,13.0,16.266666666666666,1.2377049180327868,0.5942622950819673,9.282673795134958,6.563841588082593,74.26086956521739
73,"
                 Social Media are made to bring people closer. MySpace, MSN Messenger at the time, Facebook, Twitter or WhatsApp today were all designed to share your daily life and passions with your friends, fictional or not. But fifteen years after the upcoming of these networks, one has to admit: these actually brought us appart. In a couple, rare are those who don't go to sleep with their smartphone, while their loved ones are lying down next to them, doing the same routine. Checking facebook, browsing on Twitter, liking on Instagram (Google+ is just irrelevant). Those ritual moves are killing daily relationships and give the false impression to be closer of your so-called friends.So here is my opinion: social networks are the new opium of the people, as they tear people appart while giving the impression to be closer of fake, unreliable friends. People should care about their direct circle, spouse/husband, kids, friends, enjoying little moments for themselves instead of thinking of a good filter to pimp up their photographs. In a couple of month, I'll be leaving Belgium for the other end of the planet. Literally. And for quite a while. Since I announced my trip to my family, good friends and colleagues, I came to realize that the time I spend with them is a thousand time more precious than the lost minutes I spent on Social Media. I really stroke me, lately. How I can lose time checking the fake, staged life of people I barely know on Facebook or the storms in a teacup happening on Twitter... I'd be better off my smarthphone and good wifi in the outback, I'm sure of that. ",0.6666666666666666,68.5,8.4,9.34,27.1,275.0,14.0,387.0,19.0,19.642857142857142,1.4072727272727272,0.5907473309608541,9.902729772113434,7.002287374119324,78.83611111111111
74,"
                 There are two different possible effect. Some people will say that it brings people together. Indeed, thanks to forums and social medias you can be in touch with people who live far for your home and who share the same tastes as you, the same passions. Without the Internet, you would never have met them. Other people will say that social networks tears peoples appart. Instead of meeting people of your town, some people keep playing on your computer. They miss a big part of their life. The real life is much more important than the virtual one. True relationships only happen in teh real life, when you can see and feel the other person and create a real link. In my opignion, the Internet has bring us a lot of advantages but we should not forget the true life goals. Family, close friends are the most important things in our life and it would be too sad to reduce the moment of hapiness we share. ",0.5333333333333333,73.07,6.86,7.3,21.2,166.0,11.0,226.0,13.0,15.090909090909092,1.3614457831325302,0.6566265060240963,8.460040730199028,5.982152169438124,83.0
75,"
                 I'd like to share you a funny memory about the first time I went to New York. I'm not sure I need to told you because it means I'm very bad at english. I went there to visity my girlfriend who was working as an ""au pair"". During our stay we visited the MoMA wich is a very important building with a lot of rooms where you get easely lost. When we were looking at the pieces of Art in the garden a woman asked us the way to the exit. I decided to improve my english and I explained to her that she needed to go back inside and then turn left. I'm actually sure she did'nt understood me because she respond : ""ok anyway I will find by myself"". I was very disapointed because I was pretty sure my english was correct and clear. That was for me an interesting holiday's memory about my english level wich is the point of this exercise. ",0.39999999999999997,78.38,6.95,5.63,27.2,164.0,9.0,220.0,12.0,18.22222222222222,1.3414634146341464,0.6294117647058823,8.206525380666863,5.802889746649052,68.32535885167465
76,"
                 The issue of environment Currently, the environment is one of the biggest challenge in our society. Few consequences of human activites are affected the heatlh of the planet. With issue of global warming, there are some solutions we can bring. Firslty, humans need to change thier mentality about the environment. We have to be more closer of nature. It is mean, respect nature, environmental friendly. Indeed, the polution by humain beings is relevant issue. For instance, if person avoid to use their car very frequently it would be better for the atmosphere. Secondly, the industries is one of actors which could contribute to resolve of this issue. We are living in consumption society and the companies are main actors. Their supply chains or productions need to be improve for respect the environment. For instance, the companies need to share with others industries the innovation in sustainable ressources or practices. Thirdly, there is a straighforward solution against capitalism. The capitalism and the economy in worldwide seems to be unefficient. This situation are caused many problems. Maybe, we need to change the entire mentality. It is mean, think about other way of living. For instance, this solution would mean stop mechanism of capitalism and the current economy. To conclude,currently global warning is relevant issue and the worldwide is worry about it. This is emergency, the last solution is most relevant for resolve the problem. ",0.39999999999999997,51.24,8.64,11.29,16.3,232.0,20.0,383.0,43.0,11.6,1.6508620689655173,0.5107296137339056,7.795949206756979,5.512568549883746,53.881249999999994
77,"
                 I get up at 7am and I take a shower! This very important if I want to feel me awake. Every morning I look at my Facebook and I wish ""happy birthday"" to my friends. Then I take a breakfast. Food it's my life!! I never forget to brush my teeths. I take the bus to University going. The evening I play sport. ",0.15,97.3,5.28,1.64,11.9,63.0,8.0,78.0,2.0,7.875,1.2380952380952381,0.6875,5.5,3.8890872965260113,35.02813299232737
78,"
                 The most important factor of a healthy life When confronted to the question of how to lead a healthier life, it is imperative to talk about the diet we choose to impose on our bodies, and the effects we seek to obtain through it. A healthy life is acquired through a series of disciplined habits, eating healthy is only one of those. it would be interesting to ask ourselves what aspect of our health we wish to improve. Whether it is our weight, our cholesterol, our body's acceptance of certain vitamins, the way we eat plays an important role. However, for this purpose, eating a balanced diet must usually be combined with a healthy exercise routine. While exercising, an important amount of toxins is eliminated and our metabolism is accelerated. Thus, it is safe to conclude, that eating a balanced diet is essential to leading a healthier life, but it will achieve better results if accompanied by a daily exercise routine. ",0.7333333333333334,56.59,8.7,10.04,33.0,161.0,7.0,243.0,21.0,23.0,1.5093167701863355,0.5925925925925926,7.542472332656507,5.333333333333333,49.3448275862069
79,"
                 I usually get up at 7:00 in the morning. I have lunch and then take a shower. I share then work until 17:00. Go home, i eat dinner I then watch a little tv news. Then i go to bed. ",0.05000000000000001,97.2,6.01,-0.52,12.2,40.0,5.0,47.0,1.0,8.0,1.175,0.7368421052631579,4.542199791661352,3.2118202741878643,32.15384615384615
80,"
                 Do social networks have an impact on relationships? Yes, they do. Another question would be to define the kind of relationships which are affected. According to me social networks can either damage relationships or make them feel more real than they actually are. Let's take Facebook as an illustration. If you count your ""friends"", you will be quite surprised about the number you reach. Some questions may be raised after doing this: are they all really my friends? would I invite them to my birthday (personally, the result was 53 people out of 181 contacts), would I talk to them on a daily basis/if I met them in the street/if there wasn't that particular common friend? I can therefore say that a lot of relationships are way more than they actually are thanks to, or because of, social networks. In terms of damaging relationships, social networks can be of advantage to two sorts of people; sneaky ones and inferiority complex-sufferers. For the former, let's say that privacy is not the strong point of that kind of media. You can see everything people allow you to see and you can even know when someone ignores you (thanks to the wicked ""seen"" indactor). For the latter, you only have to listen to the news to see the number of youngsters that commit suicides after being bullied on social networks. Before bullying was the matter of school: children intimidating others and so on. Nowadays, pupils take this back at home when school is over. The only place where they felt safe is now invaded by their everyday problem, which leads, inevitably, to drastic results. I guess social networks are not the best thing that happened in our era. However they offer the advantage of being fast (e.g. to reach a ""friend"") and convenient (e.g. to share pictures). ",0.7999999999999999,64.51,7.51,8.92,21.5,304.0,20.0,443.0,28.0,15.2,1.457236842105263,0.5533980582524272,9.72785012020462,6.878628786363059,64.02277723497802
81,"
                 The world where we are isn't very good in matters of environment. There are pollution, radiation, we destroy forest and nature. By this way we also kill himanity. My first advice is to think about what we do with the environment. Is that good? Bad? What can we change? How can we change? We need to be conscient that we need to change our lifestyle. My second advice is to promote good for the nature lifestyle models and projects that can change our exploitation of our panet. Everyone can do that in its little level, but when you do something, it is already a little step foward. It can seem like a drop in the bucket, but little rivers make big flowding! You can do something that can change the world and if we are together we are stronger! ",0.3,85.08,6.26,6.07,17.3,139.0,12.0,183.0,8.0,11.583333333333334,1.316546762589928,0.55,6.507687761409578,4.601630145937415,33.96761133603239
82,"
                 Last year, I went to Antalya for ten days with my girlfriend. Antalya is a big region in the south of Turkije, very quiet and hot city. The people are very friendly and respectable. In the morning we took the breakfast at the hotel. After the breakfast we went every day for a few hours to relaxed in the swiming pool. Because it's too hot to go outside to walk in the afternoon! It was fourty degrees! Before dinner we did a little sport, we played voley beach and water polo, it was very nice. In the evenning we had shower en we went outisde the hotel to visit the city and walk. Very nice holiday, we go again to Turkije. ",0.19999999999999998,84.57,6.46,5.26,18.2,121.0,10.0,161.0,5.0,12.1,1.3305785123966942,0.6065573770491803,6.6996452071463715,4.737364557517151,47.28781512605042
83,"
                 It's sure that having a healthy diet helps to have a healthy life. But for me it's not the most important factor. The way of life is the most important factor. Don't smoking and don't drinking for example are some factors whose help to be healthy. Sport is also very important. I think that you can eat what you want if you practice often sport. Giving a big importance to eating is not the solution. For me, everything is in the head. If you decide to have a healthy life, you have to practice a lot of sports and pay attention to every excess that you can make. Of course if you go very often to the fast food you won't have a healthy life but you have to find a kind of golden mean. As I said it's not the most important factor but it's still a factor. So my point of view is that sport is the most important factor for a healthy life and a balanced diet shouldn't have a lot of importance if you don't fall in the excess. ",0.3,81.33,5.6,4.92,22.8,183.0,12.0,230.0,11.0,15.25,1.2568306010928962,0.4322916666666667,5.990009042842368,4.2355760135625795,37.45454545454545
84,"
                 Nowadays, thanks to the many progresses in the medecine sector, people are far more aware that their health is highly linked with what they eat. First of all, eating a balanced diet protects you from many kinds of disease, such as heart attack or many sort of cancers. Fruits and vegetables are well known for their curative power, and the protection they offer against the aforementionned diseases. Take for instance brocolis : people who eat brocolis at least once a week are likely to have a longer life and are   immuned against some cancers. Moreover, some food, like fish, are said to make people more clever, and more able to think, calculate and work. A person who eats fish regularly will see his skills increase considerably, he will be more able to produce an efficient and reliable work. Finally, people are more enthusiastic and dynamic to practise sport when they are healthy, and to be healthy they need to eat a balanced diet. It is therefore like a vertuous circle, and people will feel more confortable with their body. To conclude, the obvious conclusion to be drawn is that people's health is clearly related with what they eat. It is really important to be cautious with what you eat, as some food have detrimental effects on yourself, whereas others can make you live longer. ",0.6333333333333333,65.76,8.42,10.16,30.0,223.0,10.0,314.0,23.0,22.3,1.4080717488789238,0.5758928571428571,8.619175051675686,6.094677127273789,59.422924901185766
85,"
                 I think, i'll give a part for caritatives associations, i'll give a part to my family, i'll give a part to my best friends who needs it, and finally i'll hold the last part ..for me sure!!! But i would not  spend this money in stupid thinks!! No I think that i'll try to invest in ""ecology "" First, i'll by a house, and i turn it to be  completely autonomous environmentally, and économilly.I 'll produce my own electricity, i'll have my own system for collect and purify my water, ect... ",0.3,70.13,7.69,6.03,27.6,90.0,5.0,125.0,10.0,18.0,1.3888888888888888,0.5714285714285714,5.656854249492381,4.0,24.824264705882353
86,"
                 My life in 10 years time, probably on beautifull island in Indonesia with my son. My occupation would be, scuba diving teatcher on a sailboat with friends or family, certainly my son would be dive master too. We would have a house on the beach very closer the sea, with two dogs. That was a beautifull dream, but can be make it happens. ",0.16666666666666666,72.36,7.68,6.84,23.0,63.0,4.0,86.0,7.0,15.75,1.3650793650793651,0.7258064516129032,5.715005715008572,4.041119295602436,44.87619047619047
87,"
                 With the new technologies there is new possibilities to hold relationships. To chat with friends or to post photo's on internet at the view of friends is now totally common. Every ""friends"" on your Facebook is aware of your activities, where you was located and with which people. The social network is an open window on your private life. We can try to protect the confidentiality of our information's but we are not sure that data ar protected and private. The relationship is now easier, we can send a message or a photo quickly and this is free. More and more people use internet and social networks to communicate, to maintain relations. We are currently more keeping in touch than before, a lot of people need to check daily one's Facebbok, Instagram, Snapchat,... Furthermore, the posting of information can be dangerous for your private life and we don't need to show all his hobbies on internet. ",0.3,62.38,8.34,9.34,25.1,156.0,9.0,236.0,21.0,17.333333333333332,1.5128205128205128,0.60625,7.668523325908319,5.4224648454369895,60.98823529411764
88,"
                 I think that they are both of it important because to be happy, an enjoyable work is essential to be not bored during the day.  However, people need enough money to make activities and materials which improver our live quality. Too much people is not necessary but there is a minimum amount to reach per month. The goal is to find a good work life balance to have fun at work and money to have a good confort for us and our family. If somebody earn a lot of money but he's not proud of his experience, it's gonna be a failure and this is the same problem in the inverse case. ",0.3,65.66,7.14,6.45,33.4,112.0,5.0,152.0,11.0,22.4,1.3571428571428572,0.6754385964912281,7.211710749179043,5.099449574700419,69.25541125541125
89,"
                 First of all, I think that work takes a big place in everyone's life. That's why I would probably say that it's more important to have en enjoyable work than to make money. In fact, both would be perfect... But in my opinion if you don't feel good when you are at work and if you don't even want to go to work when you get up, then it's a real problem because that could have really huge consequences on your personal life. My point of view is that when you don't feel good at work, you don't feel good in life. A lot of companies don't care about how their employees feel at work. They only think about making profit instead of caring about people. The worst is that some people become depressive because of their work. And being depressive can lead to suicide. This is why having an enjoyable work is more preferable according to me. ",0.6333333333333333,80.82,6.22,6.38,21.8,158.0,10.0,203.0,13.0,15.8,1.2848101265822784,0.562874251497006,7.273938385820887,5.1434511585470775,59.31302440884821
90,"
                 There is a belief according which a balanced diet is the most important factor for a healthy life. Personally, I do not think it is THE most important factor for for a healthy life, but it appears to me that it is a key factor. Firstly, I think that healthy diet is paramount for life hygiene because you it keeps you fit and provides you the right amount of energy for your daily activities. It prevents your body from nutritional shortage and from feeling drained. Also, considering the fact that it includes eating biological food without loads of pesticides and preservative chemicals, it has also a great impact to eat healthy to avoid such harmful products. It is not anymore necessary to prove that they weaken the human body and can cause cancers or other serious illnesses, although the European legislation sometimes does not prohibit them because they make deals with chemical corporations. However, I am convinced that a balanced diet alone is not enough to guarantee a healthy life. I do believe that a physical training is also essential. According to me, these two elements have to be gathered to pretend to a healthy life, but not only one of them. For example, if you eat in a balanced way but you never do any physical exercise, of the opposite ; if you do a lot a sport but you eat fatty dishes at every meal of the day, you will not have a good life hygiene. As a conclusion, I would rather say that BOTH healthy food and regular physical exercise combined are needed to have a healthy life. They are both paramount but that is why I would not claim with certitude that balanced diet is THE most important factor for such thing. ",0.6999999999999998,54.97,8.23,9.12,35.2,295.0,12.0,429.0,36.0,24.583333333333332,1.4542372881355932,0.49491525423728816,8.500448642197897,6.010724878026114,50.014367816091955
91,"
                 My family is very small. I have a big borther. He is twenty three years old. He is a student. My mother is a teacher and my father works in the security. ",0.05000000000000001,90.36,6.42,0.69,10.0,32.0,5.0,42.0,2.0,6.4,1.3125,0.75,4.242640687119285,3.0,32.0
92,"
                 Hello, I describe my hobbies. The first hobby, it's a music. I play three instruments : piano, accordeon and saxo.  The second hobby, it's indoor soccer. Indeed, i'm a referee. And the last hobby, i like to travel in the other land, especially Italy. My origine is Sicily and it's a beautiful isle. I travel with my family. I've my wife and thre children. Two girls and a boy. ",0.08333333333333333,81.49,7.69,4.0,9.9,68.0,10.0,98.0,5.0,6.8,1.4411764705882353,0.6575342465753424,5.617975065414267,3.972508265291366,40.32707355242566
93,"
                 I'm seventy seven,years old. I've got a big family withe five boys, and now six granddaughters et six grandsons. My husband is dead since nine years.  I live alone, but I see a lot my childrens et grandchildrens. I have too a little black dog, I'm a atist painter et I'm studuing chinese writer.  I'm learning english, because I would like go to Australia visited my brother's family. I have a large part of my family in Austrlia, because I live in Verviers. A long time ago, this city was the capitl of the wool.Ant the first businessman, mine grant mother's brother, went to Sidney in 1918. My brother found a entreprise there, Care Glass, do you now? And geft to the name at a belgium's friend. Y 'll go there if I've a good comprehension in english langage.  Because, I've not very a gift for the stranger langage. I hope so taht's right. Thank's for this exercise. ",0.19999999999999998,86.2,7.56,6.07,15.5,158.0,15.0,205.0,11.0,10.533333333333333,1.2974683544303798,0.6198830409356725,8.106022596759848,5.7318235466202765,58.00352112676056
