id,text,target
7992,"Hours after the Tarifa council voted for the project, a campaign started to save the beach. The campaign has a Facebook page and is supported by groups including Greenpeace and the World Wide Fund for Nature. The Andalusian College of Geographers is also against the project  they say that the complex would disturb two wildlife conservation areas and cross the border of a national park.",0.1
2208,"The classroom is one of 23 urban development centres that SOHAY has set up in the capital. The centres prepare children for primary school with classes that help them catch up on their education. Once they are in primary school, the children get help with their homework at the centres.",0.5
3129,"Messaging is moving from verbal to visual. Photos uploaded to Instagram trigger a wave of comments and Snapchats pictures, which self-delete after ten seconds, have opened a world of other possibilities. Like BBM, all of these services are free for any phone with an internet connection. Yet as recently as 2011, BBM was so powerful it was credited with starting a revolution in Egypt; and, at the time of the London riots, it was a more urgent source of news than the television screen.",0.8
1046,"Why are numbers in another language such a problem? It may be because of different numbering systems. In German, for example, which belongs to the same Indo-European language family as English, 2.30pm becomes halb drei (half of three) and 21 becomes einundzwanzig (one and twenty). Different number systems can clearly cause confusion.",0.5
8881,"Its a little glimmer of hope in a season when there has been lots of very depressing news, which shows that we are in with a chance of civilization in a hundred years, said Mitchell. Everything is telling us that were doomed but the Future Library brings hope that we are more resilient than we think: that we will be here, that there will be trees, that there will be books and readers, and civilization.",0.5
8358,"One fear is that the area is seismically active and another eruption of one of the volcanoes in the park could damage oil company infrastructure and lead to oil spills in the lakes. Virungas rich natural resources are for the benefit of the Congolese people, not for foreign oil prospectors. Our countrys future depends on sustainable economic development, said Lumbuenamo.",0.5
9685,"She is currently working on a third book and Michael OMara, which already has 17 adult colouring books in circulation, will increase this to 22 by May, with forthcoming titles including The Classic Comic Colouring Book and The Typography Colouring Book. Its just an enormous trend and shows no signs of slowing down, said McLaughlin, adding that those who buy the titles are keen to display their ability to stay within the lines to the world at large.",0.8
5155,"Mandela continued to make occasional appearances at ANC events and attended the inauguration of the current president, Jacob Zuma. His 91st birthday was marked by the first annual Mandela Day in his honour.",0.8
3625,"The loans he swindled from banks were his way of regulating and denouncing this situation, he said. He started slowly. I  lled out a few credit applications with my real details. They said no, but I just wanted to understand what they were asking for.",0.5
3179,"In Britain, this is probably the reason why people overestimated how much the richest peopleown, how many young people are still living at home and what proportion of the population are immigrants (the guess is 25%, when it is really only 13%). People are worried about these things and, because of this, they overestimate.",0.1
6228,"I am grateful that I am healthy and I really want to prevent other people being injured. We have this lovely idea about dolphins and have faith in them  who would think a dolphin would ever attack a person? If you see a fierce animal coming towards you with its teeth bared, its scary, but dolphins have this lovely, wide smile.",0.5
7007,"Sanders agrees. You are not going to be healthier if you eat organic food, he said. What is most important is what you eat, not whether its organic or regular. Its whether you eat fruit and vegetables at all.",0.1
7601,"Some have suggested that the ability to voluntarily hold your breath is evidence of a watery episodein human evolution. Its even been said that humans have an ability to lower heart rate and metabolic rate in order to breath-hold for even longer. Other anatomical and physiological bitsand bobs  our hairlessness, the distribution of our subcutaneous fat and even our tendency to walk on two legs  have been linked to an aquatic phase of evolutionary development. Unfortunately, the cobbled-together aquatic ape hypothesis fails to hold water. Its a romantic notion that may appeal to us but, with the cold light of day falling on the scienti c evidence, its revealed to be nothing more than a fiction.",0.8
7094,"Its a common-sense approach to childrens  tness, which is free and easy. The most important thing is that the children really enjoyit; otherwise, you couldnt sustain it. They come back inside bright-eyed and rosy-cheeked, how children used to look, said Wyllie. At St Ninians, teachers take their pupils out of lessons to a specially built circuit around the schools playing  eld for their daily mile whenever it best suits that days timetable. Only ice or very heavy rainstop them.",0.5
6789,"The US, the worlds richest country, is only in eighth place, while the UK is 13th. Sri Lanka is 36th, far above Pakistan at 89th, despite similar levels of gross domestic product (GDP). Bolivia and Mauritius score higher than the size of their economies may suggest and, while Brazil and China are relatively high on the index, India and Russia are much lower.",0.5
7633,"SeaWorld has been in the headlines since the 2013 documentary Black sh detailed claims that its treatment of orca whales provoked violent behaviour, contributing to the deaths of three people. Following the release of the documentary, attendance collapsed, the company lost more than half of its market value on Wall Street and its former CEO was forced out.",0.8
3634,"From 2006 to 2008, Duran took out 68 commercial and personal loans from 39 banks in Spain. He farmed the money out to social activists, funding speaking tours against capitalism and TV cameras for a media network. I saw that, on one side, these social movements were building alternatives but that they lacked resources and communication capacities, he said. Meanwhile, our relianceon perpetual growth was creating a system that created money out of nothing.",0.8
4771,"As an adopted New Yorker, Bowie was the opening act at the Concert for New York City in October 2001, where he joined Paul McCartney, Jon Bon Jovi, Billy Joel, the Who and Elton John in a benefit show six weeks after the 9/11 attacks.",0.5
1429,"A degree in Spanish got me my fi rst job as a journalist, with an international press agency in Mexico City, but it didn’t prevent me blundering badly as a rookie reporter.",0.8
4474,"In the presidential race, Romney won only one of the swing states, North Carolina, while Obama held New Hampshire, Virginia, Ohio, Wisconsin, Nevada, Iowa and Colorado.",0.5
3902,"But the balance has been shifting steadily. In our hospitals and our GP surgeries we have abused the drugs that gave us such a huge advantage over infectious disease, using them too often and too indiscriminately. And some of the worst abuses have occurred outside of healthcare, with antibiotics introduced into the food chain, through agriculture and the lacing of livestock feed with anti-bacterial drugs. We assumed that antibiotic therapy was an advantage we could enjoy forever. We became complacent that the pharmaceutical industry would continue to stay ahead of the game.",0.8
6978,Sherwood accepts that his teams work on the role of clouds does not mean for sure that temperature rises will be in the higher range. He added that a 4C rise in the worlds average temperatures would have a serious effect on the world and the economies of many countries if we do not reduce emissions.,0.1
2614,"The importance of clean water is becoming harder and harder to ignore  for example, there is another summer of drought in California.Its becoming clear that clean water is one ofthe most valuable things in the world and we soon wont have enough. There is also the environmental effect of all those body wash bottles. So, there are many very good reasons to shower less.",0.1
80,Elementary,0.1
1856,"In a statement, Prince Charles said: Both my wife and I are overjoyed at the arrival of my first grandchild. It is an incredibly special moment for William and Catherine and we are so thrilled for them on the birth of their baby boy.",0.8
2686,"The images are so detailed that, if the craft were flying over London, we would be able to see the runways at Heathrow airport.",0.5
5901,"The government says the gap is closing thanks to quota systems for university places and other forms of affirmative action. But the gulf remains glaringly apparent. The vast majority of business and government executives are white, while most menial jobs are done by black and mixed-race workers. Walk through Ipanema, Gvea or other upmarket districts and you are far more likely to see black nannies pushing strollers with white toddlers than a white nanny pushing a black child.",0.8
3006,He writes: These points are Mars Ones supporter points which represent the degree of your support to Mars Ones mission. These points play no role in the selection process and serve only to show how much each supporter has donated to Mars One.,0.8
5038,"They had been asked earlier to say how unpleasant the shocks were, compared to other options, such as looking at pictures of cockroaches or hearing the sound of a knife rubbing against a bottle.",0.5
3752,"Fortunately, his long-suffering girlfriend, Anas, and cat, Loon, (both French) stuck with him.",0.8
5232,"Another advantage is that total body motion is mostly the same in people who have different cultural backgrounds and different levels of anxiety  these things confuse other lie-detection technologies, Anderson said.",0.5
1558,"Why are numbers in another language such a conundrum? It may have to do with different numbering systems. If we consider that, in German, for example, which belongs to the same Indo-European language family as English, 2.30pm becomes halb drei (half of three) and 21 becomes einundzwanzig (one and twenty), clearly different numeral systems can cause confusion and that’s without even considering indigenous languages with numeral systems so rare they are in danger of dying out.",0.8
7316,"Low-income countries will continue to be the most affected by human-induced climate change over the next century. They will experience gradual sea-level rises, stronger cyclones, warmer days and nights, more unpredictable rainfall, and larger and longer heatwaves, according to a recent report.",0.5
7818,"Among other achievements, Skyfall virtually doubled the box office of its predecessor, Quantum of Solace, which managed a worldwide figure of $586m on its release in 2008. No one is expecting anything like that this time, but Eon will not be complacent.",0.8
6681,"The report also argues that, if the inequalities which affect the poorest people  such as access to land, labour markets and the power relationships between menand women  are addressed, this would tackle two goals at the same time: reducing chronic poverty and inequality.",0.5
733,"But, perhaps it’s also because you often hear numbers in a non-native language out of context or in isolation. The listener might have switched off from the foreign language and be unable to suddenly tune in. I talked to multilingual friends and found that many can be fl uent in French or Italian when ordering from a restaurant menu, for example, but freeze if they have to communicate numbers, especially over the phone. Numbers seem to be taxing, but no one could really say why.",0.5
6275,"Technicians say that the Noor 2 and 3 plants, due to open in 2017, will store energy for up to eight hours  this gives the possibility of 24/7 solar energy in the Sahara and the surrounding region.",0.5
4466,"Both the Republican House Speaker, John Boehner, and the Democratic Leader in the Senate, Harry Reid, spoke about a need to work together to resolve the economic crisis. But it could become one of the biggest battles yet between the White House and Congress under Obamas presidency.",0.5
7285,"Kchos real name is Alexis Leiva Machado. He became famous internationally for his painting, sculpture and drawings after winning the grand prize at a prominent art biennial in South Korea. He is currently preparing for the Havana biennial in May. Born on one of Cubas islands, he is known for contemporary art with rustic, seaside and patriotic themes and imagery.",0.5
4356,"Startups like Pedego and ElectroBike will have to compete with big companies like Trek and Currie, which, in 2012, was acquired by the Accell Group, a public company based in the Netherlands that is Europes market leader in e-bikes. Accell owns the Raleigh brand, as well as Haibike, an award-winning German electric bike.",0.8
2417,"The atlas was described as a great achievement by one researcher who was not involved in the study. The atlas shows how modern imaging can transform our knowledge of how the brain does some of its most important tasks. If scientists make further advances, the technology could have an enormous impact on medicine and other areas of study.",0.5
4793,"For the album Black Tie White Noise (1993), he sprinkled elements of soul, electronica and hip hop into the mix. It topped the UK album chart and yielded a top 10 single, Jump They Say.",0.8
6846,"The current laboratory test for measuring emissions is 25 years old and it needs to change. Car makers can cheat during the tests on their cars using various techniques. For example, they can tape up doors and windows to reduce air resistance, drive on really smooth roads and test at very high temperatures.",0.1
8879,"Mitchell is the second contributor to the Scottish artist Katie Patersons Future Library project, for which 1,000 trees were planted in 2014 in Oslos Nordmarka forest. The first author, Margaret Atwood, handed over the manuscript of a text called Scribbler Moon in 2015. Each year for the next 100 years, an author will deliver a piece of writing that will only be read in 2114, when the trees are chopped down to make paper on which the 100 texts will be printed.",0.5
5881,"Most business and government executives are white, while most menial jobs are done by black and mixed-race workers. If you walk through Ipanema, Gvea or other rich districts, you are far more likely to see black nannies pushing strollers with white children than a white nanny pushing a black child.",0.5
5104,UK prime minister David Cameron said: A great light has gone out in the world and described Mandela as a hero of our time.,0.5
6102,"We talked to five people who do some unusual jobs about how much they are paid, what the worst parts are and why they enjoy their work.",0.1
8465,"The bill is a direct challenge to another bill introduced by Senator Patrick Leahy that would end domestic phone-records collection. It was also opposed by leading Intelligence Committee member Mark Udall, who said it did not go far enough. The NSAs surveillance of Americans private information does not respect our constitutional values and needs fundamental reform, Udall said.",0.5
6373,"Cameron added: The people of Scotland have spoken and it is a clear result. They have kept our country of four nations together and, like millions of other people, I am delighted. As I said during the campaign, it would have broken my heart to see our United Kingdom come to an end. So, now, it is time for our United Kingdom to come together and to move forward with a balanced settlement, fair to people in Scotland and, importantly, to everyone in England, Wales and Northern Ireland, as well.",0.1
3758,"His foreign-made clothes, down to his underwear, were replaced with more expensive alternatives: French-produced underpants (26), socks (9), polo shirt (75), espadrille sandals (26), but no jeans as none are produced in France.",0.8
2778,Consumer-technology companies are joining the music-streaming trend. Apple has its iTunes Radio and Google its Play Store. Smaller companies like Beats Music are also joining the trend.,0.5
9145,Two mothers in South Africa have found out that they are raising each others daughters after they were mistakenly switched at birth in a hospital in 2010.,0.5
1533,"But, perhaps its also because numbers in a non-native language are often heard out of context or in isolation, when the listener might have switched off from the foreign language and be unable to suddenly tune in. A straw poll of multilingual friends found that many can be fl orid in French or Italian when ordering from a restaurant menu, for example, but freeze if they have to relay numbers, especially over the phone. Numbers seem to be taxing, but no one could really say why.",0.8
6663,"The report says progress on poverty reduction has helped people who were already closer to the poverty line, but has helped the chronically poor much less. It will not be possible to get to zero poverty if development policies dont focus on the chronically poor, it adds. The report suggests three ideas. They all cost a lot of money.",0.1
2994,"Roche also said that there were not 200,000 people who applied to be astronauts, as Mars One said; there were only 2,761.",0.5
2662,"The extraordinary images of the former ninth planet and its large moon, Charon, were sent four billion miles back to Earth from the New Horizons spacecraft.",0.1
1513,"Why are numbers in another language such a conundrum? It may have to do with different numbering systems. If we consider that, in German, for example, which belongs to the same Indo-European language family as English, 2.30pm becomes halb drei (half of three) and 21 becomes einundzwanzig (one and twenty), clearly different numeral systems can cause confusion and thats without even considering indigenous languages with numeral systems so rare they are in danger of dying out.",0.8
8050,"Unworried, Geoff Douville says that hes used to noise complaints by now. You will see: the nosy neighbours who complain about the noise now are going to be the same ones who wanted the smoking ban. In the end, Douville shares Cantrells optimism. Of course theyre goingto complain, he accepts. But it doesnt mean theyre going to win.",0.5
2858,"Modi said that yoga is a gift of Indias ancient tradition. He said that, when you do yoga, you bring together mind and body, thought and action, and create harmony between man and nature. He added that It is not about exercise  it is about feeling in harmony with yourself, the world and nature.",0.1
7828,"Eventually he was arrested for serious drug crimes and was sent to prison for 12 years. The first night after I was arrested was the biggest shock of my life, he says. I had been living a double life. I had been living as one person to my peers and another person to my peers enemies.",0.1
6303,"The biggest challenge we faced was being able to  nish the project on time with the performance level we needed to achieve, said Rashid al-Bayad, the project director.",0.8
3463,"Though ice cream is somewhat new to Rwanda, Ndangiza is enthused by the idea of the shop.I think its great. It requires a lot of skills and changing peoples mindsets because selling and eating ice cream is not part of our culture. I think being able to innovate and introduce this on the market, and the process of making it, isquite interesting.",0.8
2161,"Someone else who is also a billionaire  they dont want anything from you. Never being able to trust your friendships with other people, I think that is dif cult, said Cockrell. As the gap has widened, the rich have become more and more isolated.",0.5
5593,"The French language is very difficult but we try hard. If we come every day, maybe our dreams will come true, says Kamal, a refugee from Sudan. He comes to three or four hours of classes every day. Its a good thing to keep your brain active.",0.1
4611,But the president made clear he did not expect another bitter budget fight and shutdown in 2014.,0.8
7820,"This cycle, however, was nothing new: the history of the Bond series has been one of ebb and flow, stasis and renewal, revolving most obviously around the lead actor: first, Sean Connery; then, successively, George Lazenby, Roger Moore, Timothy Dalton, Brosnan and, now, Craig. Each appointment has been a response to the state of the series and some have worked out better than others.",0.8
6391,"Cameron will try to calm tensions when he makes another statement on the result. The prime minister will explain how he will deliver further devolution to Scotland, including giving greater powers over tax and welfare to the Scottish Parliament in Edinburgh. The prime minister wants to move fast to show that the three main UK party leaders will meet the commitments they made during the referendum campaign.",0.5
6091,"Until now, the differences between commercial, governmental and other types of identity were easily distinguished in every internet address by .com, .gov and 20 other categories.",0.8
6729,"The festival circuit has peaked, he said, speaking at the Hay Festival of Literature and Arts in Powys, Wales. It really peaked about two years ago. Theres too many of them and there are not enough big acts to headline them. That is a big, big problem in our industry. And, we are not producing a new generation of these kind of acts  the likes of the Rolling Stones, Muse, even the Arctic Monkeys  that can headline.",0.8
9680,"And it is not just Basford who is reaping the benefits of the hordes of adults who, it turns out, just wanted something to colour in. In the UK, Richard Merritts Art Therapy Colouring Book sits in fourth spot on Amazons bestseller lists, Millie Marottas Animal Kingdom  detailed pictures of animals to colour  sits in seventh and a mindfulness colouring book sits in ninth. Basfords titles are in second and eighth place  thats half of Amazon.co.uks top ten taken up by colouring books for adults.",0.8
4447,"The trouble will come when talks move to detail. The Republicans want to keep military spending the same, but the Democrats want to reduce military spending. Obama wants more taxes for families that earn more than $250,000; Boehner does not want more taxes.",0.1
2539,"The vulnerable northern white rhino has been hunted very nearly to extinction  in spite of every precaution, in spite of the guards and their guns. Other varieties of African rhino are being hunted by poachers  the situation is totallyout of control. The Javan rhinoceros is also on the verge of extinction. India has successfully protected the Indian rhinoceros but here, too, poaching is a problem. What a majestic creature Sudan is. Have we learned nothing since the Ice Age?",0.5
8113,"Other social networks are also very popular with younger people. Instagram, the photo-sharing site, got 30 million new users in the 18 months before Facebook bought the business.",0.1
2974,Roche is an astrophysicist at Trinity College Dublin. He is one of the 100 people on the shortlist for the mission. He has doubts about Mars One.,0.1
7124,"British citizens have been killed more recently in countries that you still havent stopped people from visiting. I mean, how many British citizens did you lose in 9/11? Did you stop people from visiting New York? Youve lost them in Spain, in Bali, said Abdullah. Weve lost Indians in London. There is still a possibility that al-Qaida could do something stupid, but we havent stopped Indians from travelling to London. There is no reason to say Jammu and Kashmir, or even Srinagar, is an unsafe destination.",0.5
107,Elementary,0.1
6657,"A new report says that almost one billion people will remain in extreme poverty by 2030 if countries dont try to solve the social, economic and cultural problems that keep them poor. The report by the Chronic Poverty Advisory Network says that many people may rise above the poverty line of $1.25 a day, but fall back again when they have problems such as drought or illness and insecurity or con ict.",0.1
7888,"First-team coach Ren Meulensteen revealed how Ferguson broke the news to his backroom staff. I found out this morning when I came to the club, he said. He called us into his office and told us his decision. Hes obviously a man who thinks very, very hard so Im sure hes put a lot of thought into making this decision. I wish him well. Hes been fantastic for this club and I hope all the fans give the new manager the same support that he gets.",0.5
4069,"Although the meanings of the words share and like are basically the same, Facebook has made the terms more important to us.",0.5
8513,"The hotel groups president, Hiroshi Desaki, went on television to announce a 20% pay cut for himself and 10% for other executives but this did not make consumers any less angry.",0.5
3847,"The most remarkable change is in time spent talking by phone. Two decades ago, teenagers spent their evenings monopolizing the home telephone line, talking about love affairs and friendships in conversations that lasted for hours.",0.5
5638,"I need to tell people in the UK, they think that everyone wants to go there. But there are a lot of people here who want to stay in France, Kamal said.",0.8
6161,"Worst part of the job: Cleaning up after suicides. You get used to the job being disgusting but the emotional side of it is still hard. You learn not to take your work home with you, he says. You also need to have a sense of humour, as some days can be tough.",0.8
879,"One night, a Mexican colleague learnt that the American consul in the port city of Veracruz was being held hostage at gunpoint in his offi ce. With no senior English-speaking reporter in the offi ce, I had to try to reach the consulate by phone. I got the phone number wrong and I was put through to an extension elsewhere in the building. The identity of the person who took my call was unmistakable: I chatted for 15 minutes to the gunman. I didn’t persuade him to put away his gun – but my reputation as a reporter rose overnight.",0.5
2223,"The classroom is one of 23 urban development centres that SOHAY has set up across the capital. The centres prepare children for primary school with classes that help them catch up on their education. Once they are in primary school, the children can do homework at the centres, with help from their peers.",0.8
8840,"Some people agree with the idea, but a lot of people disagree with it. Carlos Davila, who works for the Spanish Ornithological Society in Donana, was also alarmed at the idea. This is a very, very bad idea, he said. They say the new mine will be safe, but they said it was safe in 1998 and look what happened. We got the worst ecological disaster in the history of Spain.",0.1
4521,"Singer Jarvis Cocker said, It seems stupid to have something happening in front of you and look at it on a screen thats smaller than a cigarette packet.",0.1
8596,"Google says that the principal aim of the project is to improve safety and that, because the car is constructed with impact-absorbing foam at the front and a plastic windscreen, it should be far safer than any other car for pedestrians.",0.8
6645,"False memories are a major problem with witness statements in courts of law. Defendants have often been convicted of offences based on eyewitness testimony only to have their convictions later overturned when DNA, or some other corroborating evidence, is brought to bear.",0.8
8862,"""There are riches here, riches that are badly needed by local inhabitants, said Vicente Fernandez Guerrero, secretary-general of Innovation, Industry and Energy for Andalucia. We think mining is a good way to make it possible to allow local people to continue to live in the area. This is a mining area. People have been digging metals and ores here since Roman times, after all.",0.8
267,"In my case, my problems with numbers in a foreign language followed me from Mexico to other countries and from Spanish to German and Portuguese. But, in that fi rst journalism job, getting the numbers wrong didn’t always mean failure.",0.1
3446,"Ingabires father, two siblings and many cousins were killed in the genocide. When Im drumming, it gives me power because were still alive and survivors, she says.",0.5
1662,Advanced,0.8
3881,"This war against bacteria is different from all other wars. There needs to be change in the way doctors give antibiotics and we need to use fewer antibiotics in farming. And we have to give companies good reasons why they should make new antibiotics, which will not make them lots of money.",0.1
6411,"Richard died at the Battle of Bosworth on 22 August 1485, the last English king to die in battle. The researchers revealed how he died for the first time. One picture showed the bottom of his skull cut off by one terrible hit, probably from a razor-sharp iron axe. The axe probably went several centimetres into his brain and, experts say, he would have been unconscious at once and dead very soon.",0.1
8375,"The population there is already very dense, with over 350 people per square kilometre. When you take part of the land (for oil), you put more pressure on the rest. Oil would not provide many jobs; people would flood in looking for work, he said.",0.8
1162,"Why are numbers in another language such a conundrum? It may have to do with different numbering systems. If we consider that, in German, for example, which belongs to the same Indo-European language family as English, 2.30pm becomes halb drei (half of three) and 21 becomes einundzwanzig (one and twenty), clearly different numeral systems can cause confusion and that’s without even considering indigenous languages with numeral systems so rare they are in danger of dying out.",0.8
3460,"An ice-cream shop, Katese proposed, might help to put the human pieces back together by rebuilding spirits, hopes and family traditions, Miesen says.",0.8
5048,Two-thirds of men pressed a button to deliver a painful jolt during a 15-minute spell of solitude.,0.8
6931,"Kelly and a Russian astronaut, Mikhail Kornienko, spent nearly a year on the International Space Station (ISS). They studied the effects on humans of weightlessness, radiation and the cramped conditions of space ight. This is research that NASA thinks is very important for a future mission to Mars.",0.1
4792,"A few days after his appearance at the Freddie Mercury tribute concert at Wembley Stadium in April 1992, Bowie married the Somalian model Iman and the couple bought a home in New York. This new start in his private life coincided with a search for fresh musical inspiration.",0.8
4928,"Limal has a six-year-old daughter from an old relationship but he has always wanted more children. I couldnt meet anyone who wanted to start a family. He said it was difficult to know when to talk about wanting kids when he met someone new. Its a difficult subject to talk about when you are on a date, he said. Then one day I read a profile from a 38-year-old who said she knew it was really bad to admit but she wanted children. And I thought: You shouldnt be ashamed of this.",0.1
6993,"The research is a big advance that halves the uncertainty about how much warming is caused by rises in carbon emissions, according to scientists commenting on the study, published in the journal Nature. Hideo Shiogama and Tomoo Ogura, at Japans National Institute for Environmental Studies, said the explanation of how fewer clouds form as the world warms was convincing and agreed this indicated future climate change would be greater than expected. But they said more challenges lay ahead to narrow down further the projections of future temperatures.",0.8
9197,"Some trends suggest that British people are becoming more careful about what they put on their plates, with the average consumption of fruit increasing by 50% since 1974. In 2014, UK adults ate an average of 157g of fruit per day. Bananas have been the most popular fruit in the UK since 1996, reaching 221g per adult per week in 2014, well above apples (131g) and oranges (48g). Lowcalorie soft drinks represented half of all soft drinks consumed in 2014 for the first time. Britons are also spending a smaller proportion of their salaries on food today  11%, compared with 24% in 1974.",0.5
8821,"In creating a multi-stranded, multi-character cinema universe around Star Wars, Lucas lm-Disney are taking their cue from the phenomenally successful series of  lms produced by Marvel Studios, which Disney also acquired,in 2009.",0.8
1393,"A degree in Spanish got me my fi rst job as a journalist, with an international press agency in Mexico City, but it didn’t prevent me blundering badly as a rookie reporter.",0.8
1417,"In my case, being numerically challenged in a foreign tongue followed me from Mexico to other countries and from Spanish to German and Portuguese. But, in that fi rst journalism job, getting the numbers wrong didn’t always add up to failure.",0.8
5941,"Ringelmann, who is based in the US, started her career as a Wall Street analyst. In 2008, she decided to quit and use her skills to try and help friends who worked in the arts to raise money.",0.5
1145,"Why are numbers in another language such a problem? It may be because of different numbering systems. In German, for example, which belongs to the same Indo-European language family as English, 2.30pm becomes halb drei (half of three) and 21 becomes einundzwanzig (one and twenty). Different number systems can clearly cause confusion.",0.5
3191,"We see things from our own perspective and struggle to imagine the variety in our countries. This was highlighted by our Indian respondents who massively overestimated their populations access to the internet. Our study was mostly carried out through an online survey  and, in developing countries, this will be representative of a more wealthy, connected group rather than the general population. What we  nd throughout the study is that people generalize from their own situations and forget how unrepresentative they are.",0.5
668,"Why are numbers in another language such a problem? It may be because of different numbering systems. In German, for example, which belongs to the same Indo-European language family as English, 2.30pm becomes halb drei (half of three) and 21 becomes einundzwanzig (one and twenty). Different number systems can clearly cause confusion.",0.5
7250,"Climate change is another issue. Byers works with local conservation committees to identify and plan for the impacts of climate change, most usually finding new water sources or introducing rainwater harvesting. The rapid build-up of glacial lakes is a constant threat  they threaten to burst and flood the Sherpa homeland. At some point in the future, people are going to have to get out of their way.",0.5
1071,"I had just arrived in the Mexican capital after a Greyhound bus journey all the way from New York and the job interview was a test of my language skills. In my new role, day shifts were spent on the streets in political rallies and nights were spent alone in the offi ce, coordinating the news from areas of fi ghting in El Salvador, Nicaragua, Guatemala and the rest of Central America. But, I also had to report on occasional disasters: fi res, fl oods and explosions at firework factories.",0.5
5496,"In interviews during his time based at Camp Bastion in Helmand Province, the prince, known as Captain Wales in the army, explained his three mes. One in the army, one socially in my own private time and one with the family.",0.1
7664,"But auctioneer Frederic Thut, the owner of the Fine Arts Auction Miami art house, who had refused all week to give the name of the seller, announced that Slave Labour, together with a second work by the secretive British street artist, had been removed from sale at the auction.",0.5
9522,"This drug crisis has put Athenss health authorities, already overwhelmed by draconian cuts, under further strain.",0.8
8653,"As the British economy became healthy again after the problems that her policies caused, it seemed for a short time that no-one would ever defeat her. But, as her friends and supporters retired or were replaced, she started to make mistakes and became more and more unpopular. Finally, in 1990, after a vote among Conservative MPs failed to support her, John Major took control of the party.",0.1
5113,"Born Rolihlahla Dalibhunga in a small village in the Eastern Cape on 18 July, 1918, Mandela was given his English name, Nelson, by a teacher at his school.",0.5
811,"It was as a reporter that I soon found out that I was as bad at understanding numbers in Spanish as I was at calculating them in English. Once, when I meant to call the police, I got a Mexican grandmother out of bed at 2am because I had misunderstood a number and dialled a wrong digit. Even worse, there were too many victims in my stories  almost 83 dead in a fi re at 6pm turned out to be as few as 38 by 7pm; 12 people injured in a coach crash soon became two and so it went on. Finally, I got a call from the main offi ce in Washington. I dont know what training you have had, an editor shouted, but has no one ever told you a death toll cant go down?!",0.5
239,"But, perhaps its also because we often hear numbers in a non-native language out of context. You may stop listening to the foreign language and suddenly be unable to understand. I talked to multilingual friends and they said that they are fl uent in French or Italian when ordering from a restaurant menu, for example, but freeze if they have to say numbers, especially over the phone. Numbers seem to be diffi cult, but no one could say why.",0.1
8626,"For Agios Efstratios and its closest large neighbour, Lemnos, the timing of the crisis is particularly cruel. They were seen as remote for years partly because you could only reach the islands by slow and unreliable ferries. In 2015, the government had  nally given the contract to a new, ef cient company and this has brought many new visitors to explore the islands charms. But, then, the bank controls hit. It started asthe best season in 30 years and, in one week, it became the worst, said Atzamis Konstantinos, a travel agent in Lemnos.",0.5
1491,Advanced,0.8
3843,"800 children and 2,000 adults took Ofcoms digital quotient, or DQ, test, which attempts to gauge awareness of and self-con dence around gadgets from tablets to smart watches, knowledge of superfast internet, 4G mobile- phone networks and mobile apps.",0.5
5900,"In Brazilian cities, white workers earn roughly twice as much as those of African descent. Up until 2011, black or mixed-race students also spent two years less at school on average.",0.8
624,"Some experts believe there is a link between dyscalculia – the diffi culty in understanding arithmetic – and problems learning foreign languages, particularly if languages are learnt by rote. But, some students who struggle to learn languages with a grammar textbook may thrive in a foreign-language setting, where learning is more natural and less reliant on sequences of adjectives, prepositions and so on. In my case, I have always found languages quite easy, apart from the numbers.",0.5
4445,"Boehner talked about the need for both parties to find common ground and take steps together to help our economy grow and create jobs, which is critical to solving our debt.",0.1
8970,"Jason Mathias, 26, Baltimore, MarylandOne day, I realized: Im spending so much time doing this. These little seconds add up. I wonder what it would be like if I didnt spend these seconds here and spent them doing something else. What if I was doing other things with these seconds? What would they become? Would I enjoy it?",0.5
5768,"Regassa Feyissa, an Ethiopian agricultural scientist, says that, without careful planning, growing more teff for export may mean that farmers do not grow other important crops.",0.1
222,"In my case, my problems with numbers in a foreign language followed me from Mexico to other countries and from Spanish to German and Portuguese. But, in that fi rst journalism job, getting the numbers wrong didnt always mean failure.",0.1
708,"One night, a Mexican colleague learnt that the American consul in the port city of Veracruz was being held hostage at gunpoint in his offi ce. With no senior English-speaking reporter in the offi ce, I had to try to reach the consulate by phone. I got the phone number wrong and I was put through to an extension elsewhere in the building. The identity of the person who took my call was unmistakable: I chatted for 15 minutes to the gunman. I didnt persuade him to put away his gun  but my reputation as a reporter rose overnight.",0.5
8917,"Angelo Sodano, the Dean of the College of Cardinals, who must have been forewarned, delivered a brief and perhaps hurriedly composed speech. Before going on to assure the Pope of the cardinals loyalty and devotion, he said he and the others present had listened to you with a sense of bewilderment, almost completely incredulous. At the end of his address, the Pope blessed those present, and left. It was so simple; the simplest thing imaginable, said Sanchz Barba. Then we all left in silence. There was absolute silence  and sadness.",0.8
1369,"Why are numbers in another language such a conundrum? It may have to do with different numbering systems. If we consider that, in German, for example, which belongs to the same Indo-European language family as English, 2.30pm becomes halb drei (half of three) and 21 becomes einundzwanzig (one and twenty), clearly different numeral systems can cause confusion and thats without even considering indigenous languages with numeral systems so rare they are in danger of dying out.",0.8
2854,"The participants will include 64-year-old Modi, most of his government and celebrities.",0.1
