id,target,flesch_reading,dale_chall,coleman_liau,mcalpine_eflaw,wrd_cnt,sen_cnt,syl_cnt,polysyl_cnt,avg_wrd_per_sen,avg_syl_per_wrd,ttr,rttr,cttr,mtld75
867,0.5901925547477065,26.0,10.83,16.48,27.3,178.0,9.0,347.0,48.0,19.77777777777778,1.949438202247191,0.6477272727272727,8.593073320466264,6.076220416134897,59.172413793103445
868,0.3437833444346604,60.55,9.12,11.55,25.6,153.0,8.0,232.0,15.0,19.125,1.5163398692810457,0.6423841059602649,7.893748050080246,5.58172277518983,66.0625
869,0.5466908289708635,34.39,10.97,14.28,39.6,141.0,5.0,246.0,30.0,28.2,1.74468085106383,0.6115107913669064,7.209605902279753,5.097961223184571,35.936809107408024
870,0.7466876944057612,37.2,10.53,14.67,23.7,154.0,9.0,280.0,38.0,17.11111111111111,1.818181818181818,0.5657894736842105,6.9755211086227895,4.932438278217077,32.3
871,0.8460005302318578,40.55,11.21,14.9,17.8,165.0,12.0,296.0,36.0,13.75,1.793939393939394,0.6666666666666666,8.485281374238571,6.0,75.33365570599612
872,0.4199415576335765,66.84,8.28,11.3,17.6,142.0,11.0,208.0,16.0,12.909090909090908,1.4647887323943662,0.5886524822695035,6.989860944852108,4.942578073655934,34.494642857142864
873,0.5938141106207655,25.12,10.34,15.5,39.3,174.0,6.0,309.0,40.0,29.0,1.7758620689655171,0.6149425287356322,8.111649066294266,5.735802061382202,58.0
874,0.683727860740333,63.73,8.65,7.78,35.9,170.0,7.0,239.0,20.0,24.285714285714285,1.4058823529411764,0.5058823529411764,6.595898904087385,4.664004843101107,37.06537356321839
875,0.4365366373941466,53.85,9.3,11.2,36.1,180.0,7.0,277.0,24.0,25.714285714285715,1.538888888888889,0.5449438202247191,7.270457383259855,5.140989718030847,40.54444444444445
876,0.551363981181907,67.96,6.69,10.07,15.6,141.0,12.0,211.0,17.0,11.75,1.49645390070922,0.425531914893617,5.052911526399114,3.5729480050524822,21.22649186256781
877,0.3270126839891214,61.36,8.98,9.86,25.9,146.0,8.0,212.0,19.0,18.25,1.452054794520548,0.589041095890411,7.117410641980364,5.032769329433615,50.17041198501872
878,0.3463021443748789,72.16,8.56,9.16,22.7,176.0,11.0,255.0,21.0,16.0,1.4488636363636365,0.6761363636363636,8.969962501188467,6.34272131157941,89.21546961325967
879,0.5280454871496956,76.15,7.65,9.17,27.9,184.0,9.0,248.0,12.0,20.444444444444443,1.3478260869565215,0.6129032258064516,8.358885556217137,5.910624659963424,50.17561521252796
880,0.6531872665989539,48.84,8.98,12.02,30.6,201.0,9.0,325.0,33.0,22.33333333333333,1.6169154228855722,0.6268656716417911,8.887354759818338,6.284308817478087,83.75
881,0.3647276383969168,39.6,10.32,10.4,46.0,157.0,5.0,247.0,25.0,31.4,1.5732484076433122,0.6163522012578616,7.771905540037812,5.4955671101020345,41.02637614678899
882,0.6882604428934398,46.0,8.74,11.61,34.4,176.0,7.0,273.0,32.0,25.142857142857142,1.5511363636363635,0.5852272727272727,7.763917122877413,5.489918446156969,50.80056100981767
883,0.3807430553626172,85.08,7.08,6.65,17.1,198.0,17.0,265.0,10.0,11.647058823529411,1.3383838383838385,0.5202020202020202,7.319891261542625,5.175944748584942,43.12221633085896
884,0.347758206394668,59.03,9.35,11.43,27.8,165.0,8.0,253.0,23.0,20.625,1.5333333333333334,0.6158536585365854,7.886774975374607,5.57679206677975,56.368742368742375
885,0.437994494430768,72.56,9.03,9.97,21.8,140.0,9.0,200.0,15.0,15.555555555555555,1.4285714285714286,0.6136363636363636,7.050145066205762,4.985205384662976,46.283018867924525
886,0.5268913490100087,74.19,7.88,8.81,19.9,196.0,14.0,267.0,13.0,14.0,1.3622448979591837,0.5824742268041238,8.112927192380441,5.736705833004948,56.8400097703957
887,0.4907225575329682,39.06,8.15,13.12,32.9,189.0,8.0,314.0,35.0,23.625,1.6613756613756614,0.5291005291005291,7.273929674533079,5.143444998736397,46.006578947368425
888,0.3310889879811481,49.86,8.93,12.71,28.6,149.0,7.0,238.0,21.0,21.285714285714285,1.5973154362416109,0.54421768707483,6.5982887907385805,4.665694748158434,42.28299866131192
889,0.5771947426184025,44.07,9.4,12.31,37.6,189.0,7.0,293.0,24.0,27.0,1.5502645502645502,0.5161290322580645,7.039061521024959,4.977368134706041,26.09657109647424
890,0.5835748373320333,63.7,10.44,12.0,21.9,176.0,11.0,263.0,20.0,16.0,1.494318181818182,0.631578947368421,8.258966419340224,5.839971160707451,57.6063829787234
891,0.453518676046309,70.94,7.98,10.15,22.6,172.0,10.0,247.0,11.0,17.2,1.436046511627907,0.5697674418604651,7.472429946297629,5.283805886968482,69.53347547974414
892,0.3018670915250342,74.29,8.68,8.58,19.5,167.0,12.0,240.0,17.0,13.916666666666666,1.437125748502994,0.5705521472392638,7.284322184888004,5.150793613281915,33.958333333333336
893,0.2850962491689509,85.08,7.1,4.97,17.6,197.0,17.0,253.0,7.0,11.588235294117649,1.284263959390863,0.5513513513513514,7.499189145356839,5.302727498082371,42.98691351540616
894,0.3551755069470542,74.9,8.37,9.09,18.1,159.0,12.0,224.0,12.0,13.25,1.4088050314465408,0.660377358490566,8.327041650040513,5.888107617966465,73.82142857142857
895,0.525096937438709,56.49,8.96,12.6,31.8,185.0,8.0,270.0,24.0,23.125,1.4594594594594594,0.5846994535519126,7.909667599213929,5.592979596335688,82.35
896,0.4094244056976748,84.41,8.01,6.62,30.1,165.0,8.0,204.0,10.0,20.625,1.2363636363636363,0.593939393939394,7.629289652782925,5.394722449119167,35.99459134615385
897,0.2647193952004349,71.85,7.13,7.89,23.9,147.0,9.0,199.0,8.0,16.333333333333332,1.3537414965986394,0.5238095238095238,6.350852961085884,4.490731195102493,34.50416666666667
898,0.225425900276922,81.83,7.46,8.52,20.3,148.0,10.0,199.0,19.0,14.8,1.3445945945945943,0.5302013422818792,6.47193217210042,4.576347126271589,45.52777777777777
899,0.4013268492342732,61.36,8.01,11.78,25.4,146.0,8.0,223.0,23.0,18.25,1.5273972602739727,0.5821917808219178,7.034650053120127,4.974248755835549,64.1164021164021
900,0.5561482727982834,56.76,7.95,10.66,20.2,145.0,10.0,229.0,22.0,14.5,1.5793103448275865,0.6,7.224956747275377,5.10881590977792,46.03174603174603
901,0.9230312400238482,67.35,10.09,9.96,17.9,173.0,14.0,260.0,20.0,12.357142857142858,1.5028901734104043,0.5521472392638037,7.049344049891617,4.984638980595402,53.07719435736677
902,0.4316961522169991,59.33,8.74,8.76,29.3,162.0,8.0,237.0,21.0,20.25,1.462962962962963,0.6402439024390244,8.19912249915182,5.797655118929443,64.65384615384616
903,0.6352080894974848,64.51,8.17,9.56,20.7,167.0,11.0,246.0,18.0,15.181818181818182,1.473053892215569,0.5595238095238095,7.252257448218319,5.128120420545821,63.71014492753623
904,0.7094068062447598,61.36,8.01,10.91,24.6,146.0,8.0,219.0,15.0,18.25,1.5,0.5986394557823129,7.258117669812439,5.132264222974277,41.27083333333333
905,0.7664429346636328,51.89,9.04,14.62,25.7,174.0,9.0,283.0,28.0,19.33333333333333,1.6264367816091954,0.5411764705882353,7.056077897395808,4.989400529829092,40.86538461538461
906,0.2313313564164166,44.37,9.01,11.84,37.0,160.0,6.0,253.0,27.0,26.666666666666668,1.58125,0.6375,8.063808033429368,5.701973342624464,72.15686274509804
907,0.2628910424072158,72.16,8.71,8.47,23.3,144.0,9.0,200.0,16.0,16.0,1.3888888888888888,0.6,7.09929573971954,5.019960159204453,54.868421052631575
908,0.401598137477466,67.79,7.86,10.1,26.3,162.0,8.0,226.0,19.0,20.25,1.3950617283950617,0.525,6.640783086353596,4.695742752749558,49.6231884057971
909,0.4430638626665875,69.72,8.15,9.23,24.6,184.0,10.0,251.0,9.0,18.4,1.3641304347826086,0.5555555555555556,7.453559924999299,5.270462766947299,50.4
910,0.9272386891509932,25.49,11.08,17.11,26.0,162.0,8.0,304.0,44.0,20.25,1.876543209876543,0.639751552795031,8.117537184262737,5.739965589526133,78.13235294117646
911,0.4613003376044657,31.62,9.25,12.71,30.7,158.0,7.0,280.0,34.0,22.571428571428573,1.7721518987341771,0.5506329113924051,6.921348372328851,4.894132369028204,47.49404761904762
912,0.7837084373827112,33.65,10.02,13.23,28.1,165.0,8.0,296.0,41.0,20.625,1.793939393939394,0.5818181818181818,7.47358986395062,5.284626072606531,53.16522762951334
913,0.2471431556768222,81.63,8.71,9.85,19.4,135.0,9.0,178.0,6.0,15.0,1.3185185185185184,0.6466165413533834,7.457145737907432,5.272998319570706,56.34027777777778
914,0.3302689783484541,78.89,8.17,8.23,24.9,177.0,10.0,231.0,9.0,17.7,1.305084745762712,0.6114285714285714,8.088439722397462,5.719390576925882,53.52233676975945
915,0.4280981566666749,69.62,8.31,10.1,24.5,185.0,10.0,253.0,13.0,18.5,1.3675675675675676,0.5513513513513514,7.499189145356839,5.302727498082371,45.44906438865644
916,0.5132665089548086,69.52,7.78,9.57,26.0,186.0,10.0,265.0,23.0,18.6,1.424731182795699,0.5645161290322581,7.698973538621048,5.4439963973347325,59.11627906976744
917,0.2263360219880987,80.21,7.7,6.78,23.7,180.0,11.0,230.0,5.0,16.363636363636363,1.2777777777777777,0.5414364640883977,7.28428263322223,5.15076564603084,47.36513409961686
918,0.4068646526270163,57.71,8.64,9.92,30.4,153.0,7.0,227.0,20.0,21.857142857142858,1.4836601307189543,0.5496688741721855,6.754444207800623,4.776113302482019,35.20253685415772
919,0.4586021298435397,64.2,8.01,10.38,20.3,171.0,11.0,248.0,20.0,15.545454545454543,1.4502923976608186,0.5730994152046783,7.494247306438351,5.299233090271576,68.21870725034199
920,0.2447822044351508,71.75,7.58,8.35,22.8,197.0,12.0,278.0,23.0,16.416666666666668,1.4111675126903551,0.6040609137055838,8.478398948561248,5.995133390132553,72.1191304347826
921,0.5655231868297459,69.01,9.95,7.54,28.4,153.0,8.0,220.0,10.0,19.125,1.437908496732026,0.5208333333333334,6.25,4.419417382415922,39.42857142857143
922,0.5445075321574487,47.83,10.77,12.07,34.3,140.0,6.0,222.0,22.0,23.33333333333333,1.5857142857142856,0.6277372262773723,7.347475856364144,5.195450002639522,48.070546464958326
923,0.6394056719849848,18.99,9.99,16.13,36.7,160.0,6.0,300.0,49.0,26.666666666666668,1.875,0.5493827160493827,6.992500391733636,4.944444444444445,34.355769230769226
924,0.2408659412052624,68.6,8.35,10.27,25.9,156.0,8.0,221.0,11.0,19.5,1.4166666666666667,0.6282051282051282,7.846279536449269,5.548157467308519,66.80869565217391
925,0.2820073692709079,50.57,8.83,12.76,28.0,144.0,7.0,229.0,28.0,20.571428571428573,1.5902777777777777,0.676056338028169,8.056141039648216,5.696551959330495,71.0
926,0.77983714297468,48.13,8.9,12.19,31.0,161.0,7.0,261.0,29.0,23.0,1.6211180124223603,0.64375,8.142864974933577,5.757875042061958,80.0
927,0.4147118832917249,50.57,9.15,12.65,27.3,144.0,7.0,225.0,24.0,20.571428571428573,1.5625,0.6527777777777778,7.833333333333333,5.539003119294623,66.56603773584905
928,0.6957294397275493,64.04,8.96,10.51,34.6,168.0,7.0,242.0,19.0,24.0,1.4404761904761905,0.4698795180722891,6.053974100509396,4.280806139597924,24.95804195804196
929,0.5043254021944995,66.67,8.46,9.05,29.8,193.0,9.0,276.0,21.0,21.444444444444443,1.4300518134715026,0.544973544973545,7.492147564769072,5.297748348698489,43.042808219178085
930,0.8753665254043764,52.09,9.71,12.42,25.9,191.0,10.0,297.0,27.0,19.1,1.5549738219895288,0.6073298429319371,8.39346542139209,5.935076317121149,44.920223787816
931,0.3963269470146517,82.85,9.2,8.11,19.5,152.0,11.0,205.0,13.0,13.818181818181818,1.3486842105263157,0.5238095238095238,6.350852961085884,4.490731195102493,35.07954545454545
932,0.6602748790705817,46.17,9.97,12.53,22.9,149.0,9.0,259.0,34.0,16.555555555555557,1.738255033557047,0.5878378378378378,7.151355947783043,5.056772285356139,44.85365853658537
933,0.4005372986809687,25.97,9.77,13.76,51.5,146.0,4.0,248.0,26.0,36.5,1.6986301369863013,0.6,7.224956747275377,5.10881590977792,48.333333333333336
934,0.7157936172507399,41.74,9.76,12.43,41.2,176.0,6.0,287.0,39.0,29.33333333333333,1.630681818181818,0.5454545454545454,7.236272269866327,5.116817192534651,41.68421052631579
935,0.6185941969009828,68.97,8.83,10.42,14.9,173.0,16.0,268.0,26.0,10.8125,1.5491329479768785,0.5757575757575758,7.395739969534468,5.229577884350213,49.5
936,0.6646165033293796,56.59,8.01,12.13,30.9,161.0,7.0,244.0,21.0,23.0,1.515527950310559,0.577639751552795,7.329426778023636,5.182687376950781,53.66666666666666
937,0.9713663961528276,3.09,11.06,22.28,32.3,154.0,6.0,327.0,52.0,25.666666666666668,2.123376623376624,0.5806451612903226,7.22897396012249,5.111656508223583,51.66666666666666
938,0.6483957903005719,42.0,9.78,12.3,28.6,145.0,7.0,245.0,37.0,20.714285714285715,1.6896551724137931,0.6275862068965518,7.557138666690337,5.343703997583801,67.12962962962962
939,0.4323638040623196,48.64,10.02,13.64,31.1,180.0,8.0,293.0,30.0,22.5,1.6277777777777778,0.5865921787709497,7.848068473895326,5.5494224371077445,37.4671568627451
940,0.4257124337497094,59.84,10.3,11.49,27.2,178.0,9.0,265.0,23.0,19.77777777777778,1.4887640449438202,0.601123595505618,8.019989072255717,5.670988658034026,49.161904761904765
941,0.601272668503061,48.03,8.68,9.99,33.7,162.0,7.0,257.0,31.0,23.142857142857142,1.5864197530864197,0.4666666666666667,5.994441870043727,4.2387104957364885,33.91047297297297
942,0.4506476637897459,33.65,10.59,16.59,27.8,165.0,8.0,302.0,35.0,20.625,1.8303030303030303,0.6484848484848484,8.329938702528295,5.890156143426029,77.0
943,0.6331989471571455,33.34,11.1,14.27,28.4,167.0,8.0,297.0,46.0,20.875,1.778443113772455,0.6167664670658682,7.970379295101609,5.635909248195202,54.25738396624472
944,0.716871602154341,24.31,10.84,16.02,40.0,149.0,5.0,262.0,33.0,29.8,1.7583892617449663,0.5958904109589042,7.200171230840601,5.09128990303168,51.413978494623656
945,0.4605689950104816,48.43,10.68,12.36,31.3,136.0,6.0,213.0,19.0,22.666666666666668,1.5661764705882353,0.671875,7.601397897755385,5.375,64.56140350877192
946,0.2294793766645351,53.41,8.19,11.19,24.1,142.0,8.0,226.0,21.0,17.75,1.591549295774648,0.5774647887323944,6.88128713803285,4.865804798594798,44.549019607843135
947,0.3402513150376469,61.56,7.85,8.06,25.3,181.0,10.0,265.0,19.0,18.1,1.4640883977900552,0.5524861878453039,7.432941462471663,5.255883312276367,53.62962962962963
948,0.7194873039310401,43.32,9.47,12.36,27.0,175.0,9.0,293.0,38.0,19.444444444444443,1.6742857142857144,0.5485714285714286,7.256917881777163,5.131415844718548,44.375
949,0.3476300883026915,73.98,7.41,10.03,19.6,185.0,13.0,267.0,20.0,14.23076923076923,1.4432432432432432,0.5351351351351351,7.278624758728696,5.14676492460936,56.73333333333333
950,0.4382920607642242,53.81,8.95,13.92,23.0,174.0,10.0,283.0,33.0,17.4,1.6264367816091954,0.550561797752809,7.345410552159442,5.193989612031165,49.89393939393939
951,0.3623936245904749,85.28,7.47,5.61,16.5,193.0,17.0,243.0,11.0,11.352941176470589,1.2590673575129534,0.5829145728643216,8.223021978096696,5.814554602558192,51.56037943537943
952,0.128957387357163,87.92,5.76,5.71,12.8,150.0,17.0,201.0,7.0,8.823529411764707,1.34,0.5263157894736842,6.488856845230502,4.588314677411235,48.91954022988506
953,0.468789180039089,39.97,11.5,13.7,29.8,136.0,6.0,227.0,24.0,22.666666666666668,1.6691176470588236,0.7407407407407407,8.606629658238704,6.085806194501846,123.51063829787232
954,0.5994111875016133,68.6,8.17,11.08,25.2,195.0,10.0,274.0,17.0,19.5,1.405128205128205,0.5692307692307692,7.9488751018377055,5.62070348731435,53.95
955,0.2949764728521737,85.69,5.95,5.14,16.0,143.0,13.0,180.0,6.0,11.0,1.2587412587412588,0.5069444444444444,6.083333333333333,4.301566252218165,36.0
956,0.2662989221493834,76.72,8.25,9.2,15.5,172.0,15.0,242.0,17.0,11.466666666666669,1.4069767441860466,0.5502958579881657,7.153846153846154,5.058533126949917,34.72421875
957,0.6506154934037542,58.72,11.14,12.01,28.7,188.0,9.0,290.0,26.0,20.88888888888889,1.5425531914893618,0.5967741935483871,8.138914883685109,5.75508190575386,56.86390532544379
958,0.4389189322525898,66.67,8.38,9.75,30.3,193.0,9.0,278.0,23.0,21.444444444444443,1.4404145077720207,0.533678756476684,7.414102232711554,5.242561965160663,54.5291095890411
959,0.735045095619321,37.81,10.56,13.45,22.9,181.0,11.0,325.0,42.0,16.454545454545453,1.7955801104972375,0.6338797814207651,8.574966743073045,6.063417132476073,81.0
960,0.59495112231187,56.86,8.23,9.1,20.1,187.0,13.0,292.0,28.0,14.384615384615383,1.5614973262032086,0.5425531914893617,7.439114566392623,5.260248355919846,58.85942350332594
961,0.7919451835620401,43.26,9.93,12.42,37.8,167.0,6.0,272.0,32.0,27.83333333333333,1.6287425149700598,0.5602409638554217,7.218199889068895,5.104038089520601,41.5
962,0.4241841026669738,79.6,7.27,6.49,25.0,187.0,11.0,235.0,7.0,17.0,1.2566844919786095,0.481283422459893,6.581451817144176,4.653789209955172,39.15516114982579
963,0.3187820983105144,69.99,7.67,7.4,13.7,156.0,16.0,232.0,23.0,9.75,1.4871794871794872,0.6153846153846154,7.686151382644182,5.43492976389406,46.103092783505154
964,0.7472803100435693,59.74,10.3,11.08,27.7,139.0,7.0,213.0,20.0,19.857142857142858,1.5323741007194245,0.6928571428571428,8.19799627086661,5.796858755271809,83.43434343434343
965,0.5309378440382592,45.59,10.68,12.83,34.8,153.0,6.0,238.0,14.0,25.5,1.5555555555555556,0.581081081081081,7.069156454130364,4.998648465984229,27.36603773584905
966,0.6119267918799367,55.54,9.8,12.12,21.7,173.0,11.0,279.0,26.0,15.727272727272728,1.6127167630057804,0.6,7.823042886243178,5.531726674375733,40.77702702702703
967,0.6720689323676337,58.32,9.89,10.68,30.1,170.0,8.0,252.0,22.0,21.25,1.4823529411764709,0.5730994152046783,7.494247306438351,5.299233090271576,52.44
968,0.8170610746766052,42.72,10.24,13.29,28.0,180.0,9.0,297.0,38.0,20.0,1.65,0.6573033707865169,8.769520761251579,6.200987598037206,73.23958333333334
969,0.3742087906781844,63.83,9.08,8.71,33.5,145.0,6.0,200.0,10.0,24.166666666666668,1.3793103448275863,0.6137931034482759,7.391047706982857,5.22625995368086,49.67592592592592
970,0.2209621326399967,94.45,6.47,6.65,14.4,192.0,18.0,236.0,3.0,10.666666666666666,1.2291666666666667,0.5846153846153846,8.163709564049535,5.7726143923769,45.65853658536585
971,0.450921845342758,45.25,8.45,11.42,24.1,140.0,8.0,238.0,26.0,17.5,1.7,0.5704225352112676,6.797369002203181,4.806465715685106,41.41666666666667
972,0.3196874908090066,55.44,9.41,13.57,21.5,174.0,11.0,277.0,27.0,15.818181818181818,1.591954022988506,0.6081871345029239,7.953078774179474,5.623675932533102,68.56302966101694
973,0.379075580618425,79.19,6.98,7.71,24.9,191.0,11.0,253.0,7.0,17.363636363636363,1.324607329842932,0.5105263157894737,7.037119626067113,4.9759950076129975,31.793333333333333
974,0.554899804488989,60.41,8.75,8.91,15.4,197.0,18.0,308.0,32.0,10.944444444444445,1.5634517766497462,0.5561224489795918,7.785714285714286,5.505331367809549,33.627450980392155
975,0.1636983742316859,70.09,6.4,7.75,12.8,145.0,15.0,212.0,16.0,9.666666666666666,1.4620689655172414,0.5655172413793104,6.809729348006678,4.815205800020568,37.07286622276028
976,0.3412029201055838,61.77,8.72,12.24,23.6,143.0,8.0,213.0,18.0,17.875,1.4895104895104896,0.6013986013986014,7.19168128606098,5.08528660550611,54.28703703703704
977,0.7307095319073535,59.3,9.82,10.66,16.2,144.0,12.0,234.0,24.0,12.0,1.625,0.647887323943662,7.72046849632954,5.459195627691725,71.58196721311475
978,0.4598564598071111,63.8,8.6,10.79,21.9,159.0,10.0,236.0,20.0,15.9,1.4842767295597483,0.6086956521739131,7.723481981143187,5.461326483238457,47.45730027548209
979,0.6036509664056734,45.09,10.29,10.22,37.7,156.0,6.0,248.0,28.0,26.0,1.5897435897435896,0.5961538461538461,7.445959151936552,5.26508820877237,30.249046529366897
980,0.5807819402873811,57.71,10.71,11.6,29.4,153.0,7.0,225.0,17.0,21.857142857142858,1.4705882352941178,0.6933333333333334,8.49156444164835,6.004442799572107,76.1640798226164
981,0.7501926098100256,66.74,9.34,13.56,17.1,156.0,12.0,239.0,20.0,13.0,1.5320512820512822,0.6923076923076923,8.646920305474705,6.114295984380816,65.5360824742268
982,0.5004934218761388,73.68,7.63,8.46,20.5,188.0,13.0,268.0,17.0,14.461538461538462,1.425531914893617,0.5212765957446809,7.147384583396834,5.053964106668087,47.0
983,0.4281711458037295,52.9,9.23,13.17,23.7,165.0,9.0,260.0,22.0,18.33333333333333,1.5757575757575757,0.6484848484848484,8.329938702528295,5.890156143426029,61.54233870967742
984,0.7973577977056343,44.54,10.8,13.69,24.3,164.0,9.0,272.0,32.0,18.22222222222222,1.6585365853658536,0.6402439024390244,8.19912249915182,5.797655118929443,44.35672514619883
985,0.3237767377685641,68.6,8.57,9.92,28.1,195.0,10.0,279.0,21.0,19.5,1.4307692307692308,0.6051282051282051,8.450155513665308,5.975162265793633,65.0
986,0.5571470980041138,52.8,9.35,10.33,26.9,184.0,10.0,296.0,36.0,18.4,1.608695652173913,0.5380434782608695,7.298376829667408,5.1607317479126005,39.56
987,0.7601209498935951,82.14,7.61,4.98,22.3,189.0,13.0,247.0,15.0,14.538461538461538,1.306878306878307,0.4636871508379888,6.203711269841068,4.386686307428026,26.45499419279907
988,0.399745468662102,37.94,9.13,12.19,34.2,148.0,6.0,249.0,29.0,24.666666666666668,1.6824324324324325,0.5684931506849316,6.869128875399654,4.857207608639419,49.811764705882354
989,0.3621010872390833,86.6,7.86,6.88,14.0,161.0,16.0,211.0,12.0,10.0625,1.31055900621118,0.6125,7.747580267412529,5.4783665448744845,40.47619047619048
990,0.5938604472327123,43.87,9.64,12.07,38.3,163.0,6.0,258.0,24.0,27.166666666666668,1.5828220858895703,0.5670731707317073,7.262079927820182,5.135065962480364,49.33333333333333
991,0.4116031304742839,83.96,8.09,8.57,17.3,190.0,15.0,242.0,6.0,12.666666666666666,1.2736842105263158,0.5372340425531915,7.366182070643675,5.208677293606907,39.288248337028826
992,0.4510730589672609,56.35,8.72,13.56,19.8,149.0,10.0,235.0,20.0,14.9,1.577181208053691,0.6066666666666667,7.430118886442307,5.253887449625594,46.15384615384615
993,0.6938831549478326,13.07,12.13,17.99,31.8,145.0,6.0,287.0,47.0,24.166666666666668,1.9793103448275864,0.678082191780822,8.193298297163443,5.793536786208463,73.0
994,0.3250546104268065,81.63,6.66,7.36,20.7,180.0,12.0,227.0,9.0,15.0,1.261111111111111,0.5833333333333334,7.826237921249263,5.533985905294664,60.21428571428572
995,0.3598317376934418,66.23,8.86,8.29,19.3,149.0,11.0,223.0,22.0,13.545454545454543,1.4966442953020134,0.5906040268456376,7.209240900567557,5.097703127998732,56.48901098901099
996,0.6041730036133867,36.79,9.74,12.7,24.2,175.0,10.0,314.0,47.0,17.5,1.7942857142857145,0.5738636363636364,7.613161450588532,5.383318087979164,50.78055964653903
997,0.1665729658158642,70.23,7.08,7.19,25.7,179.0,10.0,243.0,16.0,17.9,1.3575418994413408,0.5698324022346368,7.623837946069746,5.390867510333237,53.9500998003992
998,0.3640163852429481,61.87,7.97,9.63,24.6,160.0,9.0,233.0,20.0,17.77777777777778,1.45625,0.5632911392405063,7.080459829163997,5.006641159120806,46.647619047619045
999,0.6024445883753814,31.92,9.8,14.45,31.0,156.0,7.0,276.0,28.0,22.285714285714285,1.7692307692307692,0.5064102564102564,6.325062075300941,4.472494284871153,37.08440629470672
1000,0.2693346331301653,74.53,7.24,9.4,29.9,176.0,8.0,230.0,15.0,22.0,1.306818181818182,0.6136363636363636,8.140806303599618,5.7564193416014815,64.98789346246974
1001,0.754208659510622,65.52,8.8,10.49,19.8,170.0,12.0,262.0,28.0,14.166666666666666,1.5411764705882354,0.5470588235294118,7.132774396280545,5.043633144283756,36.951388888888886
1002,0.455243507249729,57.0,9.56,12.42,29.8,181.0,8.0,271.0,19.0,22.625,1.4972375690607735,0.5966850828729282,8.027576779469397,5.676353977258477,45.89079520697168
1003,0.2221681328205837,76.52,7.49,8.74,16.3,140.0,12.0,193.0,9.0,11.666666666666666,1.3785714285714286,0.5611510791366906,6.615873651503773,4.6781291224517245,39.30110159118728
1004,0.3564743701070291,89.24,6.23,5.76,10.7,149.0,20.0,190.0,11.0,7.45,1.2751677852348993,0.6066666666666667,7.430118886442307,5.253887449625594,44.36502428868841
1005,0.4052077236182504,68.1,7.63,9.05,28.2,200.0,10.0,282.0,28.0,20.0,1.41,0.5223880597014925,7.406128966515282,5.236924014565073,42.208549783549785
1006,0.7429977727476553,43.02,10.14,12.36,27.6,177.0,9.0,294.0,30.0,19.666666666666668,1.6610169491525424,0.5251396648044693,7.0258898718681975,4.968054372267885,43.43382352941177
1007,0.1389754162610946,82.85,6.26,5.85,20.3,179.0,13.0,231.0,6.0,13.76923076923077,1.2905027932960893,0.5141242937853108,6.839978854825743,4.836595431419879,52.97296650717704
1008,0.0543990457388166,85.18,6.22,6.01,16.0,196.0,17.0,249.0,5.0,11.529411764705882,1.270408163265306,0.6231155778894473,8.790126942103365,6.21555836825186,74.56068196509374
1009,0.2091689715444828,85.59,7.27,5.08,16.6,200.0,18.0,252.0,11.0,11.11111111111111,1.26,0.5748792270531401,8.271071757597298,5.8485309274775865,47.56433823529412
1010,0.1566182618090499,82.54,6.58,7.76,18.9,155.0,11.0,202.0,12.0,14.090909090909092,1.303225806451613,0.5833333333333334,7.285830998131464,5.15186050535791,46.85148514851485
1011,0.7186992237059353,53.14,9.81,11.84,37.1,185.0,7.0,278.0,21.0,26.428571428571427,1.502702702702703,0.5777777777777777,7.751702321999271,5.481281277625191,42.75
1012,0.408253274473554,72.26,7.58,8.0,22.9,175.0,11.0,244.0,12.0,15.909090909090908,1.3942857142857144,0.6571428571428571,8.693182879212227,6.147008563985761,69.96228448275862
1013,0.3964396868820593,56.69,9.78,11.32,31.5,183.0,8.0,280.0,27.0,22.875,1.530054644808743,0.6145251396648045,8.221786020271294,5.81368064839859,56.65521928234867
1014,0.4964715458696864,49.04,7.5,10.91,30.4,177.0,8.0,278.0,21.0,22.125,1.5706214689265536,0.5254237288135594,6.990308060426308,4.942894232110425,49.06795366795367
1015,0.568783308970872,46.37,12.45,15.19,20.9,148.0,9.0,256.0,27.0,16.444444444444443,1.7297297297297298,0.7567567567567568,9.206343289100008,6.50986776965388,114.11269841269842
1016,0.6000650365728933,75.1,8.58,9.73,18.3,184.0,14.0,260.0,12.0,13.142857142857142,1.4130434782608696,0.5652173913043478,7.666981720054651,5.421374765483944,47.21052631578948
1017,0.285226560801215,58.32,8.61,10.73,29.6,149.0,7.0,221.0,19.0,21.285714285714285,1.483221476510067,0.6174496644295302,7.536933668775172,5.329416906544129,55.11015538290788
1018,0.5994393758833257,21.4,11.83,15.22,55.5,164.0,4.0,285.0,29.0,41.0,1.7378048780487805,0.5962732919254659,7.565859899895366,5.349870840723387,51.90710382513661
1019,0.4603935810999185,61.4,8.35,9.35,36.3,186.0,7.0,265.0,20.0,26.571428571428573,1.424731182795699,0.6344086021505376,8.652179786259845,6.118014998909509,82.8913043478261
1020,0.7384441128754318,44.34,9.53,14.39,25.3,184.0,10.0,304.0,35.0,18.4,1.6521739130434785,0.5882352941176471,8.043996665398437,5.687964589945211,64.22822141560799
1021,0.3875287206038801,50.46,9.02,11.02,29.3,145.0,7.0,229.0,24.0,20.714285714285715,1.5793103448275865,0.593103448275862,7.141911267421637,5.050093887826449,46.76374570446736
